hgnc_symbol,uniprot_gn_id,uniprot_gn_symbol,go_id,namespace_1003,name_1006,go_meaning
ACTL6A,C9JQT2,ACTL6A,GO:0008284,biological_process,positive regulation of cell population proliferation,positive regulation of cell population proliferation
ACTL6A,C9JQT2,ACTL6A,GO:0045596,biological_process,negative regulation of cell differentiation,negative regulation of cell differentiation
ACTL6A,C9JQT2,ACTL6A,GO:0016363,cellular_component,nuclear matrix,nuclear matrix
ACTL6A,C9JQT2,ACTL6A,GO:0016586,cellular_component,RSC-type complex,RSC-type complex
ACTL6A,C9JQT2,ACTL6A,GO:0140288,cellular_component,GBAF complex,GBAF complex
ACTL6A,C9JQT2,ACTL6A,GO:1905168,biological_process,positive regulation of double-strand break repair via homologous recombination,positive regulation of double-strand break repair via homologous recombination
ACTL6A,C9JQT2,ACTL6A,GO:2000779,biological_process,regulation of double-strand break repair,regulation of double-strand break repair
ACTL6A,C9JQT2,ACTL6A,GO:0000723,biological_process,telomere maintenance,telomere maintenance
ACTL6A,C9JQT2,ACTL6A,GO:0003407,biological_process,neural retina development,neural retina development
ACTL6A,C9JQT2,ACTL6A,GO:0033044,biological_process,regulation of chromosome organization,regulation of chromosome organization
ACTL6A,C9JQT2,ACTL6A,GO:0045739,biological_process,positive regulation of DNA repair,positive regulation of DNA repair
ACTL6A,C9JQT2,ACTL6A,GO:0060382,biological_process,regulation of DNA strand elongation,regulation of DNA strand elongation
ACTL6A,C9JQT2,ACTL6A,GO:1904507,biological_process,positive regulation of telomere maintenance in response to DNA damage,positive regulation of telomere maintenance in response to DNA damage
ACTL6A,C9JQT2,ACTL6A,GO:0001825,biological_process,blastocyst formation,blastocyst formation
ACTL6A,C9JQT2,ACTL6A,GO:0021510,biological_process,spinal cord development,spinal cord development
ACTL6A,O96019,ACTL6A,GO:0005634,cellular_component,nucleus,nucleus
ACTL6A,O96019,ACTL6A,GO:0005654,cellular_component,nucleoplasm,nucleoplasm
ACTL6A,O96019,ACTL6A,GO:0005515,molecular_function,protein binding,protein binding
ACTL6A,O96019,ACTL6A,GO:0007399,biological_process,nervous system development,nervous system development
ACTL6A,O96019,ACTL6A,GO:0006325,biological_process,chromatin organization,chromatin organization
ACTL6A,O96019,ACTL6A,GO:0006281,biological_process,DNA repair,DNA repair
ACTL6A,O96019,ACTL6A,GO:0006974,biological_process,cellular response to DNA damage stimulus,DNA damage response
ACTL6A,O96019,ACTL6A,GO:0032991,cellular_component,protein-containing complex,protein-containing complex
ACTL6A,O96019,ACTL6A,GO:0006357,biological_process,regulation of transcription by RNA polymerase II,regulation of transcription by RNA polymerase II
ACTL6A,O96019,ACTL6A,GO:0016514,cellular_component,SWI/SNF complex,SWI/SNF complex
ACTL6A,O96019,ACTL6A,GO:0006310,biological_process,DNA recombination,DNA recombination
ACTL6A,O96019,ACTL6A,GO:0000785,cellular_component,chromatin,chromatin
ACTL6A,O96019,ACTL6A,GO:0006338,biological_process,chromatin remodeling,chromatin remodeling
ACTL6A,O96019,ACTL6A,GO:0003682,molecular_function,chromatin binding,chromatin binding
ACTL6A,O96019,ACTL6A,GO:0035267,cellular_component,NuA4 histone acetyltransferase complex,NuA4 histone acetyltransferase complex
ACTL6A,O96019,ACTL6A,GO:0031011,cellular_component,Ino80 complex,Ino80 complex
ACTL6A,O96019,ACTL6A,GO:0007165,biological_process,signal transduction,signal transduction
ACTL6A,O96019,ACTL6A,GO:0003713,molecular_function,transcription coactivator activity,transcription coactivator activity
ACTL6A,O96019,ACTL6A,GO:0006282,biological_process,regulation of DNA repair,regulation of DNA repair
ACTL6A,O96019,ACTL6A,GO:0045893,biological_process,positive regulation of DNA-templated transcription,positive regulation of DNA-templated transcription
ACTL6A,O96019,ACTL6A,GO:0030071,biological_process,regulation of mitotic metaphase/anaphase transition,regulation of mitotic metaphase/anaphase transition
ACTL6A,O96019,ACTL6A,GO:0045582,biological_process,positive regulation of T cell differentiation,positive regulation of T cell differentiation
ACTL6A,O96019,ACTL6A,GO:0045597,biological_process,positive regulation of cell differentiation,positive regulation of cell differentiation
ACTL6A,O96019,ACTL6A,GO:0045663,biological_process,positive regulation of myoblast differentiation,positive regulation of myoblast differentiation
ACTL6A,O96019,ACTL6A,GO:0070316,biological_process,regulation of G0 to G1 transition,regulation of G0 to G1 transition
ACTL6A,O96019,ACTL6A,GO:1902459,biological_process,positive regulation of stem cell population maintenance,positive regulation of stem cell population maintenance
ACTL6A,O96019,ACTL6A,GO:2000045,biological_process,regulation of G1/S transition of mitotic cell cycle,regulation of G1/S transition of mitotic cell cycle
ACTL6A,O96019,ACTL6A,GO:2000781,biological_process,positive regulation of double-strand break repair,positive regulation of double-strand break repair
ACTL6A,O96019,ACTL6A,GO:2000819,biological_process,regulation of nucleotide-excision repair,regulation of nucleotide-excision repair
ACTL6A,O96019,ACTL6A,GO:0035060,cellular_component,brahma complex,brahma complex
ACTL6A,O96019,ACTL6A,GO:0071564,cellular_component,npBAF complex,npBAF complex
ACTL6A,O96019,ACTL6A,GO:0000776,cellular_component,kinetochore,kinetochore
ACTL6A,O96019,ACTL6A,GO:0006355,biological_process,regulation of DNA-templated transcription,regulation of DNA-templated transcription
ACTL6A,O96019,ACTL6A,GO:0000786,cellular_component,nucleosome,nucleosome
ACTL6A,O96019,ACTL6A,GO:0042981,biological_process,regulation of apoptotic process,regulation of apoptotic process
ACTL6A,O96019,ACTL6A,GO:0006275,biological_process,regulation of DNA replication,regulation of DNA replication
ACTL6A,O96019,ACTL6A,GO:0005886,cellular_component,plasma membrane,plasma membrane
ACTL6A,O96019,ACTL6A,GO:0031492,molecular_function,nucleosomal DNA binding,nucleosomal DNA binding
ACTL6A,O96019,ACTL6A,GO:0045995,biological_process,regulation of embryonic development,regulation of embryonic development
ACTL6A,O96019,ACTL6A,GO:0051726,biological_process,regulation of cell cycle,regulation of cell cycle
ACTL6A,O96019,ACTL6A,GO:0008284,biological_process,positive regulation of cell population proliferation,positive regulation of cell population proliferation
ACTL6A,O96019,ACTL6A,GO:0045596,biological_process,negative regulation of cell differentiation,negative regulation of cell differentiation
ACTL6A,O96019,ACTL6A,GO:0016363,cellular_component,nuclear matrix,nuclear matrix
ACTL6A,O96019,ACTL6A,GO:0016586,cellular_component,RSC-type complex,RSC-type complex
ACTL6A,O96019,ACTL6A,GO:0140288,cellular_component,GBAF complex,GBAF complex
ACTL6A,O96019,ACTL6A,GO:1905168,biological_process,positive regulation of double-strand break repair via homologous recombination,positive regulation of double-strand break repair via homologous recombination
ACTL6A,O96019,ACTL6A,GO:2000779,biological_process,regulation of double-strand break repair,regulation of double-strand break repair
ACTL6A,O96019,ACTL6A,GO:0000723,biological_process,telomere maintenance,telomere maintenance
ACTL6A,O96019,ACTL6A,GO:0003407,biological_process,neural retina development,neural retina development
ACTL6A,O96019,ACTL6A,GO:0033044,biological_process,regulation of chromosome organization,regulation of chromosome organization
ACTL6A,O96019,ACTL6A,GO:0045739,biological_process,positive regulation of DNA repair,positive regulation of DNA repair
ACTL6A,O96019,ACTL6A,GO:0060382,biological_process,regulation of DNA strand elongation,regulation of DNA strand elongation
ACTL6A,O96019,ACTL6A,GO:1904507,biological_process,positive regulation of telomere maintenance in response to DNA damage,positive regulation of telomere maintenance in response to DNA damage
ACTL6A,O96019,ACTL6A,GO:0001825,biological_process,blastocyst formation,blastocyst formation
ACTL6A,O96019,ACTL6A,GO:0021510,biological_process,spinal cord development,spinal cord development
ACTL6B,C9JQT4,ACTL6B,GO:0005634,cellular_component,nucleus,nucleus
ACTL6B,C9JQT4,ACTL6B,GO:0045893,biological_process,positive regulation of DNA-templated transcription,positive regulation of DNA-templated transcription
ACTL6B,C9JQT4,ACTL6B,GO:0007399,biological_process,nervous system development,nervous system development
ACTL6B,C9JQT4,ACTL6B,GO:0006325,biological_process,chromatin organization,chromatin organization
ACTL6B,C9JQT4,ACTL6B,GO:0007010,biological_process,cytoskeleton organization,cytoskeleton organization
ACTL6B,C9JQT4,ACTL6B,GO:0006357,biological_process,regulation of transcription by RNA polymerase II,regulation of transcription by RNA polymerase II
ACTL6B,C9JQT4,ACTL6B,GO:0016514,cellular_component,SWI/SNF complex,SWI/SNF complex
ACTL6B,C9JQT4,ACTL6B,GO:0003682,molecular_function,chromatin binding,chromatin binding
ACTL6B,C9JQT4,ACTL6B,GO:0042551,biological_process,neuron maturation,neuron maturation
ACTL6B,C9JQT4,ACTL6B,GO:0035267,cellular_component,NuA4 histone acetyltransferase complex,NuA4 histone acetyltransferase complex
ACTL6B,C9JQT4,ACTL6B,GO:0000785,cellular_component,chromatin,chromatin
ACTL6B,C9JQT4,ACTL6B,GO:0006338,biological_process,chromatin remodeling,chromatin remodeling
ACTL6B,C9JQT4,ACTL6B,GO:0003713,molecular_function,transcription coactivator activity,transcription coactivator activity
ACTL6B,C9JQT4,ACTL6B,GO:0005200,molecular_function,structural constituent of cytoskeleton,structural constituent of cytoskeleton
ACTL6B,C9JQT4,ACTL6B,GO:0016358,biological_process,dendrite development,dendrite development
ACTL6B,C9JQT4,ACTL6B,GO:0030071,biological_process,regulation of mitotic metaphase/anaphase transition,regulation of mitotic metaphase/anaphase transition
ACTL6B,C9JQT4,ACTL6B,GO:0045582,biological_process,positive regulation of T cell differentiation,positive regulation of T cell differentiation
ACTL6B,C9JQT4,ACTL6B,GO:0045597,biological_process,positive regulation of cell differentiation,positive regulation of cell differentiation
ACTL6B,C9JQT4,ACTL6B,GO:0045663,biological_process,positive regulation of myoblast differentiation,positive regulation of myoblast differentiation
ACTL6B,C9JQT4,ACTL6B,GO:0070316,biological_process,regulation of G0 to G1 transition,regulation of G0 to G1 transition
ACTL6B,C9JQT4,ACTL6B,GO:1902459,biological_process,positive regulation of stem cell population maintenance,positive regulation of stem cell population maintenance
ACTL6B,C9JQT4,ACTL6B,GO:2000045,biological_process,regulation of G1/S transition of mitotic cell cycle,regulation of G1/S transition of mitotic cell cycle
ACTL6B,C9JQT4,ACTL6B,GO:2000781,biological_process,positive regulation of double-strand break repair,positive regulation of double-strand break repair
ACTL6B,C9JQT4,ACTL6B,GO:2000819,biological_process,regulation of nucleotide-excision repair,regulation of nucleotide-excision repair
ACTL6B,C9JQT4,ACTL6B,GO:0035060,cellular_component,brahma complex,brahma complex
ACTL6B,C9JQT4,ACTL6B,GO:0071565,cellular_component,nBAF complex,nBAF complex
ACTL6B,C9JQT4,ACTL6B,GO:0140092,cellular_component,bBAF complex,bBAF complex
ACTL6B,C9JQT4,ACTL6B,GO:0000776,cellular_component,kinetochore,kinetochore
ACTL6B,C9JQT4,ACTL6B,GO:0008284,biological_process,positive regulation of cell population proliferation,positive regulation of cell population proliferation
ACTL6B,C9JQT4,ACTL6B,GO:0045596,biological_process,negative regulation of cell differentiation,negative regulation of cell differentiation
ACTL6B,C9JQT4,ACTL6B,GO:0016363,cellular_component,nuclear matrix,nuclear matrix
ACTL6B,C9JQT4,ACTL6B,GO:0016586,cellular_component,RSC-type complex,RSC-type complex
ACTL6B,C9JQT4,ACTL6B,GO:0140288,cellular_component,GBAF complex,GBAF complex
ACTL6B,O94805,ACTL6B,GO:0005634,cellular_component,nucleus,nucleus
ACTL6B,O94805,ACTL6B,GO:0045893,biological_process,positive regulation of DNA-templated transcription,positive regulation of DNA-templated transcription
ACTL6B,O94805,ACTL6B,GO:0007399,biological_process,nervous system development,nervous system development
ACTL6B,O94805,ACTL6B,GO:0006325,biological_process,chromatin organization,chromatin organization
ACTL6B,O94805,ACTL6B,GO:0007010,biological_process,cytoskeleton organization,cytoskeleton organization
ACTL6B,O94805,ACTL6B,GO:0006357,biological_process,regulation of transcription by RNA polymerase II,regulation of transcription by RNA polymerase II
ACTL6B,O94805,ACTL6B,GO:0016514,cellular_component,SWI/SNF complex,SWI/SNF complex
ACTL6B,O94805,ACTL6B,GO:0003682,molecular_function,chromatin binding,chromatin binding
ACTL6B,O94805,ACTL6B,GO:0042551,biological_process,neuron maturation,neuron maturation
ACTL6B,O94805,ACTL6B,GO:0035267,cellular_component,NuA4 histone acetyltransferase complex,NuA4 histone acetyltransferase complex
ACTL6B,O94805,ACTL6B,GO:0000785,cellular_component,chromatin,chromatin
ACTL6B,O94805,ACTL6B,GO:0006338,biological_process,chromatin remodeling,chromatin remodeling
ACTL6B,O94805,ACTL6B,GO:0003713,molecular_function,transcription coactivator activity,transcription coactivator activity
ACTL6B,O94805,ACTL6B,GO:0005200,molecular_function,structural constituent of cytoskeleton,structural constituent of cytoskeleton
ACTL6B,O94805,ACTL6B,GO:0016358,biological_process,dendrite development,dendrite development
ACTL6B,O94805,ACTL6B,GO:0030071,biological_process,regulation of mitotic metaphase/anaphase transition,regulation of mitotic metaphase/anaphase transition
ACTL6B,O94805,ACTL6B,GO:0045582,biological_process,positive regulation of T cell differentiation,positive regulation of T cell differentiation
ACTL6B,O94805,ACTL6B,GO:0045597,biological_process,positive regulation of cell differentiation,positive regulation of cell differentiation
ACTL6B,O94805,ACTL6B,GO:0045663,biological_process,positive regulation of myoblast differentiation,positive regulation of myoblast differentiation
ACTL6B,O94805,ACTL6B,GO:0070316,biological_process,regulation of G0 to G1 transition,regulation of G0 to G1 transition
ACTL6B,O94805,ACTL6B,GO:1902459,biological_process,positive regulation of stem cell population maintenance,positive regulation of stem cell population maintenance
ACTL6B,O94805,ACTL6B,GO:2000045,biological_process,regulation of G1/S transition of mitotic cell cycle,regulation of G1/S transition of mitotic cell cycle
ACTL6B,O94805,ACTL6B,GO:2000781,biological_process,positive regulation of double-strand break repair,positive regulation of double-strand break repair
ACTL6B,O94805,ACTL6B,GO:2000819,biological_process,regulation of nucleotide-excision repair,regulation of nucleotide-excision repair
ACTL6B,O94805,ACTL6B,GO:0035060,cellular_component,brahma complex,brahma complex
ACTL6B,O94805,ACTL6B,GO:0071565,cellular_component,nBAF complex,nBAF complex
ACTL6B,O94805,ACTL6B,GO:0140092,cellular_component,bBAF complex,bBAF complex
ACTL6B,O94805,ACTL6B,GO:0000776,cellular_component,kinetochore,kinetochore
ACTL6B,O94805,ACTL6B,GO:0008284,biological_process,positive regulation of cell population proliferation,positive regulation of cell population proliferation
ACTL6B,O94805,ACTL6B,GO:0045596,biological_process,negative regulation of cell differentiation,negative regulation of cell differentiation
ACTL6B,O94805,ACTL6B,GO:0016363,cellular_component,nuclear matrix,nuclear matrix
ACTL6B,O94805,ACTL6B,GO:0016586,cellular_component,RSC-type complex,RSC-type complex
ACTL6B,O94805,ACTL6B,GO:0140288,cellular_component,GBAF complex,GBAF complex
ACTR10,G3V2Q5,ACTR10,GO:0005737,cellular_component,cytoplasm,cytoplasm
ACTR10,G3V2Q5,ACTR10,GO:0005856,cellular_component,cytoskeleton,cytoskeleton
ACTR10,G3V2Q5,ACTR10,GO:0005515,molecular_function,protein binding,protein binding
ACTR10,G3V2Q5,ACTR10,GO:0005576,cellular_component,extracellular region,extracellular region
ACTR10,G3V2Q5,ACTR10,GO:1904115,cellular_component,axon cytoplasm,axon cytoplasm
ACTR10,G3V2Q5,ACTR10,GO:0005829,cellular_component,cytosol,cytosol
ACTR10,G3V2Q5,ACTR10,GO:1904813,cellular_component,ficolin-1-rich granule lumen,ficolin-1-rich granule lumen
ACTR10,G3V2Q5,ACTR10,GO:0005869,cellular_component,dynactin complex,dynactin complex
ACTR10,G3V2Q5,ACTR10,GO:0035578,cellular_component,azurophil granule lumen,azurophil granule lumen
ACTR10,G3V2Q5,ACTR10,GO:0007018,biological_process,microtubule-based movement,microtubule-based movement
ACTR10,G3V2Q5,ACTR10,GO:0098958,biological_process,retrograde axonal transport of mitochondrion,retrograde axonal transport of mitochondrion
ACTR10,F6S9Y6,ACTR10,GO:0005737,cellular_component,cytoplasm,cytoplasm
ACTR10,F6S9Y6,ACTR10,GO:0005856,cellular_component,cytoskeleton,cytoskeleton
ACTR10,F6S9Y6,ACTR10,GO:0005515,molecular_function,protein binding,protein binding
ACTR10,F6S9Y6,ACTR10,GO:0005576,cellular_component,extracellular region,extracellular region
ACTR10,F6S9Y6,ACTR10,GO:1904115,cellular_component,axon cytoplasm,axon cytoplasm
ACTR10,F6S9Y6,ACTR10,GO:0005829,cellular_component,cytosol,cytosol
ACTR10,F6S9Y6,ACTR10,GO:1904813,cellular_component,ficolin-1-rich granule lumen,ficolin-1-rich granule lumen
ACTR10,F6S9Y6,ACTR10,GO:0005869,cellular_component,dynactin complex,dynactin complex
ACTR10,F6S9Y6,ACTR10,GO:0035578,cellular_component,azurophil granule lumen,azurophil granule lumen
ACTR10,F6S9Y6,ACTR10,GO:0007018,biological_process,microtubule-based movement,microtubule-based movement
ACTR10,F6S9Y6,ACTR10,GO:0098958,biological_process,retrograde axonal transport of mitochondrion,retrograde axonal transport of mitochondrion
ACTR10,G3V5Y4,ACTR10,GO:0005737,cellular_component,cytoplasm,cytoplasm
ACTR10,G3V5Y4,ACTR10,GO:0005856,cellular_component,cytoskeleton,cytoskeleton
ACTR10,G3V5Y4,ACTR10,GO:0005515,molecular_function,protein binding,protein binding
ACTR10,G3V5Y4,ACTR10,GO:0005576,cellular_component,extracellular region,extracellular region
ACTR10,G3V5Y4,ACTR10,GO:1904115,cellular_component,axon cytoplasm,axon cytoplasm
ACTR10,G3V5Y4,ACTR10,GO:0005829,cellular_component,cytosol,cytosol
ACTR10,G3V5Y4,ACTR10,GO:1904813,cellular_component,ficolin-1-rich granule lumen,ficolin-1-rich granule lumen
ACTR10,G3V5Y4,ACTR10,GO:0005869,cellular_component,dynactin complex,dynactin complex
ACTR10,G3V5Y4,ACTR10,GO:0035578,cellular_component,azurophil granule lumen,azurophil granule lumen
ACTR10,G3V5Y4,ACTR10,GO:0007018,biological_process,microtubule-based movement,microtubule-based movement
ACTR10,G3V5Y4,ACTR10,GO:0098958,biological_process,retrograde axonal transport of mitochondrion,retrograde axonal transport of mitochondrion
ACTR10,G3V4K6,ACTR10,GO:0005737,cellular_component,cytoplasm,cytoplasm
ACTR10,G3V4K6,ACTR10,GO:0005856,cellular_component,cytoskeleton,cytoskeleton
ACTR10,G3V4K6,ACTR10,GO:0005515,molecular_function,protein binding,protein binding
ACTR10,G3V4K6,ACTR10,GO:0005576,cellular_component,extracellular region,extracellular region
ACTR10,G3V4K6,ACTR10,GO:1904115,cellular_component,axon cytoplasm,axon cytoplasm
ACTR10,G3V4K6,ACTR10,GO:0005829,cellular_component,cytosol,cytosol
ACTR10,G3V4K6,ACTR10,GO:1904813,cellular_component,ficolin-1-rich granule lumen,ficolin-1-rich granule lumen
ACTR10,G3V4K6,ACTR10,GO:0005869,cellular_component,dynactin complex,dynactin complex
ACTR10,G3V4K6,ACTR10,GO:0035578,cellular_component,azurophil granule lumen,azurophil granule lumen
ACTR10,G3V4K6,ACTR10,GO:0007018,biological_process,microtubule-based movement,microtubule-based movement
ACTR10,G3V4K6,ACTR10,GO:0098958,biological_process,retrograde axonal transport of mitochondrion,retrograde axonal transport of mitochondrion
ACTR10,G3V524,ACTR10,GO:0005737,cellular_component,cytoplasm,cytoplasm
ACTR10,G3V524,ACTR10,GO:0005856,cellular_component,cytoskeleton,cytoskeleton
ACTR10,G3V524,ACTR10,GO:0005515,molecular_function,protein binding,protein binding
ACTR10,G3V524,ACTR10,GO:0005576,cellular_component,extracellular region,extracellular region
ACTR10,G3V524,ACTR10,GO:1904115,cellular_component,axon cytoplasm,axon cytoplasm
ACTR10,G3V524,ACTR10,GO:0005829,cellular_component,cytosol,cytosol
ACTR10,G3V524,ACTR10,GO:1904813,cellular_component,ficolin-1-rich granule lumen,ficolin-1-rich granule lumen
ACTR10,G3V524,ACTR10,GO:0005869,cellular_component,dynactin complex,dynactin complex
ACTR10,G3V524,ACTR10,GO:0035578,cellular_component,azurophil granule lumen,azurophil granule lumen
ACTR10,G3V524,ACTR10,GO:0007018,biological_process,microtubule-based movement,microtubule-based movement
ACTR10,G3V524,ACTR10,GO:0098958,biological_process,retrograde axonal transport of mitochondrion,retrograde axonal transport of mitochondrion
ACTR10,Q9NZ32,ACTR10,GO:0005737,cellular_component,cytoplasm,cytoplasm
ACTR10,Q9NZ32,ACTR10,GO:0005856,cellular_component,cytoskeleton,cytoskeleton
ACTR10,Q9NZ32,ACTR10,GO:0005515,molecular_function,protein binding,protein binding
ACTR10,Q9NZ32,ACTR10,GO:0005576,cellular_component,extracellular region,extracellular region
ACTR10,Q9NZ32,ACTR10,GO:1904115,cellular_component,axon cytoplasm,axon cytoplasm
ACTR10,Q9NZ32,ACTR10,GO:0005829,cellular_component,cytosol,cytosol
ACTR10,Q9NZ32,ACTR10,GO:1904813,cellular_component,ficolin-1-rich granule lumen,ficolin-1-rich granule lumen
ACTR10,Q9NZ32,ACTR10,GO:0005869,cellular_component,dynactin complex,dynactin complex
ACTR10,Q9NZ32,ACTR10,GO:0035578,cellular_component,azurophil granule lumen,azurophil granule lumen
ACTR10,Q9NZ32,ACTR10,GO:0007018,biological_process,microtubule-based movement,microtubule-based movement
ACTR10,Q9NZ32,ACTR10,GO:0098958,biological_process,retrograde axonal transport of mitochondrion,retrograde axonal transport of mitochondrion
ADAT2,Q7Z6V5,ADAT2,GO:0008270,molecular_function,zinc ion binding,zinc ion binding
ADAT2,Q7Z6V5,ADAT2,GO:0003824,molecular_function,catalytic activity,catalytic activity
ADAT2,Q7Z6V5,ADAT2,GO:0016787,molecular_function,hydrolase activity,hydrolase activity
ADAT2,Q7Z6V5,ADAT2,GO:0008251,molecular_function,tRNA-specific adenosine deaminase activity,tRNA-specific adenosine deaminase activity
ADAT2,Q7Z6V5,ADAT2,GO:0002100,biological_process,tRNA wobble adenosine to inosine editing,tRNA wobble adenosine to inosine editing
ADAT2,Q7Z6V5,ADAT2,GO:0008033,biological_process,tRNA processing,tRNA processing
ADAT2,Q7Z6V5,ADAT2,GO:0046872,molecular_function,metal ion binding,metal ion binding
ADAT2,Q7Z6V5,ADAT2,GO:0005515,molecular_function,protein binding,protein binding
ADAT2,Q7Z6V5,ADAT2,GO:0005654,cellular_component,nucleoplasm,nucleoplasm
ADAT2,Q7Z6V5,ADAT2,GO:0052717,molecular_function,tRNA-specific adenosine-34 deaminase activity,tRNA-specific adenosine-34 deaminase activity
AGBL4,B1AMW3,AGBL4,GO:0008270,molecular_function,zinc ion binding,zinc ion binding
AGBL4,B1AMW3,AGBL4,GO:0006508,biological_process,proteolysis,proteolysis
AGBL4,B1AMW3,AGBL4,GO:0004181,molecular_function,metallocarboxypeptidase activity,metallocarboxypeptidase activity
AGBL4,B1AMW3,AGBL4,GO:0005737,cellular_component,cytoplasm,cytoplasm
AGBL4,B1AMW3,AGBL4,GO:0005794,cellular_component,Golgi apparatus,Golgi apparatus
AGBL4,B1AMW3,AGBL4,GO:0042995,cellular_component,cell projection,cell projection
AGBL4,B1AMW3,AGBL4,GO:0046872,molecular_function,metal ion binding,metal ion binding
AGBL4,B1AMW3,AGBL4,GO:0016787,molecular_function,hydrolase activity,hydrolase activity
AGBL4,B1AMW3,AGBL4,GO:0005856,cellular_component,cytoskeleton,cytoskeleton
